film_id,title,film_duration,description,special_features,release_year,rental_duration,rental_rate,replacement_cost,language,category,total_copias
226,"DESTINY SATURDAY",56,"A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,20.99,English,New,5
251,"DRAGONFLY STRANGERS",133,"A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria","Trailers,Behind the Scenes",2006,6,4.99,19.99,English,New,5
267,"EAGLES PANKY",140,"A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,14.99,English,New,6
270,"EARTH VISION",85,"A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India","Trailers,Commentaries,Deleted Scenes",2006,7,0.99,29.99,English,New,7
283,"ENDING CROWDS",85,"A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin","Commentaries,Behind the Scenes",2006,6,0.99,10.99,English,New,3
289,"EVE RESURRECTION",66,"A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon","Trailers,Commentaries,Deleted Scenes",2006,5,4.99,25.99,English,New,2
305,"FATAL HAUNTED",91,"A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan","Trailers,Behind the Scenes",2006,6,2.99,24.99,English,New,7
320,"FLAMINGOS CONNECTICUT",80,"A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert",Trailers,2006,4,4.99,28.99,English,New,7
321,"FLASH WARS",123,"A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico","Trailers,Commentaries,Behind the Scenes",2006,3,4.99,21.99,English,New,4
340,"FRONTIER CABIN",183,"A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House","Commentaries,Deleted Scenes",2006,6,4.99,14.99,English,New,2
364,"GODFATHER DIARY",73,"A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback",Trailers,2006,3,2.99,14.99,English,New,3
436,"HOURS RAGE",122,"A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia","Trailers,Deleted Scenes",2006,4,0.99,14.99,English,New,6
448,"IDAHO LOVE",172,"A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,25.99,English,New,5
465,"INTERVIEW LIAISONS",59,"A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse","Commentaries,Behind the Scenes",2006,4,4.99,17.99,English,New,5
481,"JEKYLL FROGMEN",58,"A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,2.99,22.99,English,New,6
490,"JUMANJI BLADE",121,"A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans","Commentaries,Behind the Scenes",2006,4,2.99,13.99,English,New,2
492,"JUNGLE CLOSER",134,"A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia","Trailers,Commentaries,Deleted Scenes",2006,6,0.99,11.99,English,New,2
538,"LOVERBOY ATTACKS",162,"A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia","Trailers,Behind the Scenes",2006,7,0.99,19.99,English,New,3
551,"MAIDEN HOME",138,"A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention","Behind the Scenes",2006,3,4.99,9.99,English,New,6
558,"MANNEQUIN WORST",71,"A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India","Trailers,Commentaries,Deleted Scenes",2006,3,2.99,18.99,English,New,2
561,"MASK PEACH",123,"A Boring Character Study of a Student And a Robot who must Meet a Woman in California","Commentaries,Deleted Scenes",2006,6,2.99,26.99,English,New,4
580,"MINE TITANS",166,"A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin","Trailers,Deleted Scenes",2006,3,4.99,12.99,English,New,6
590,"MONEY HAROLD",135,"A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia","Trailers,Commentaries",2006,3,2.99,17.99,English,New,7
632,"NUTS TIES",145,"A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California","Trailers,Behind the Scenes",2006,5,4.99,10.99,English,New,3
635,"OKLAHOMA JUMANJI",58,"A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert","Behind the Scenes",2006,7,0.99,15.99,English,New,2
675,"PHANTOM GLORY",60,"A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery","Commentaries,Behind the Scenes",2006,6,2.99,17.99,English,New,2
677,"PIANIST OUTFIELD",136,"A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery","Trailers,Commentaries,Deleted Scenes",2006,6,0.99,25.99,English,New,7
685,"PLATOON INSTINCT",132,"A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia","Trailers,Commentaries",2006,6,4.99,10.99,English,New,2
686,"PLUTO OLEANDER",84,"A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank","Behind the Scenes",2006,5,4.99,9.99,English,New,4
720,"REDEMPTION COMFORTS",179,"A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China","Trailers,Deleted Scenes,Behind the Scenes",2006,3,2.99,20.99,English,New,7
730,"RIDGEMONT SUBMARINE",46,"A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,28.99,English,New,8
750,"RUN PACIFIC",145,"A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,25.99,English,New,3
751,"RUNAWAY TENENBAUMS",181,"A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House",Commentaries,2006,6,0.99,17.99,English,New,2
759,"SALUTE APOLLO",73,"A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,2.99,29.99,English,New,6
760,"SAMURAI LION",110,"A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon",Commentaries,2006,5,2.99,21.99,English,New,7
806,"SLEEPY JAPANESE",137,"A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback","Trailers,Commentaries,Deleted Scenes",2006,4,2.99,25.99,English,New,5
846,"STING PERSONAL",93,"A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,4.99,9.99,English,New,8
847,"STOCK GLASS",160,"A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China",Commentaries,2006,7,2.99,10.99,English,New,4
913,"TROOPERS METAL",115,"A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin","Deleted Scenes,Behind the Scenes",2006,3,0.99,20.99,English,New,6
920,"UNBREAKABLE KARATE",62,"A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia","Deleted Scenes,Behind the Scenes",2006,3,0.99,16.99,English,New,5
933,"VAMPIRE WHALE",126,"A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention","Trailers,Commentaries",2006,4,4.99,11.99,English,New,3
935,"VANISHED GARDEN",142,"A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California","Trailers,Commentaries,Deleted Scenes",2006,5,0.99,17.99,English,New,2
937,"VARSITY TRIP",85,"A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention","Commentaries,Deleted Scenes",2006,7,2.99,14.99,English,New,5
948,"VOICE PEACH",139,"A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse","Commentaries,Behind the Scenes",2006,6,0.99,22.99,English,New,6
974,"WILD APOLLO",181,"A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,24.99,English,New,2
994,"WYOMING STORM",100,"A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat","Deleted Scenes",2006,6,4.99,29.99,English,New,3
26,"ANNIE IDENTITY",86,"A Amazing Panorama of a Pastry Chef And a Boat who must Escape a Woman in An Abandoned Amusement Park","Commentaries,Deleted Scenes",2006,3,0.99,15.99,English,Sci-Fi,5
39,"ARMAGEDDON LOST",99,"A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft",Trailers,2006,5,0.99,10.99,English,Sci-Fi,7
44,"ATTACKS HATE",113,"A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft","Trailers,Behind the Scenes",2006,5,4.99,21.99,English,Sci-Fi,5
49,"BADMAN DAWN",162,"A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,22.99,English,Sci-Fi,6
55,"BARBARELLA STREETCAR",65,"A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery","Behind the Scenes",2006,6,2.99,27.99,English,Sci-Fi,6
69,"BEVERLY OUTLAW",85,"A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station",Trailers,2006,3,2.99,21.99,English,Sci-Fi,8
73,"BINGO TALENTED",150,"A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria","Trailers,Commentaries",2006,5,2.99,22.99,English,Sci-Fi,8
81,"BLINDNESS GUN",103,"A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat","Trailers,Behind the Scenes",2006,6,4.99,29.99,English,Sci-Fi,4
114,"CAMELOT VACATION",61,"A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,26.99,English,Sci-Fi,7
132,"CHAINSAW UPTOWN",114,"A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia","Deleted Scenes,Behind the Scenes",2006,6,0.99,25.99,English,Sci-Fi,6
137,"CHARADE DUFFEL",66,"A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention","Trailers,Deleted Scenes,Behind the Scenes",2006,3,2.99,21.99,English,Sci-Fi,4
138,"CHARIOTS CONSPIRACY",71,"A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station","Deleted Scenes,Behind the Scenes",2006,5,2.99,29.99,English,Sci-Fi,5
140,"CHEAPER CLYDE",87,"A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan","Trailers,Commentaries,Behind the Scenes",2006,6,0.99,23.99,English,Sci-Fi,5
151,"CINCINATTI WHISPERER",143,"A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin","Deleted Scenes",2006,5,4.99,26.99,English,Sci-Fi,4
153,"CITIZEN SHREK",165,"A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback","Commentaries,Deleted Scenes",2006,7,0.99,18.99,English,Sci-Fi,4
165,"COLDBLOODED DARLING",70,"A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico","Trailers,Deleted Scenes",2006,7,4.99,27.99,English,Sci-Fi,5
177,"CONNECTICUT TRAMP",172,"A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank","Commentaries,Deleted Scenes",2006,4,4.99,20.99,English,Sci-Fi,3
203,"DAISY MENAGERIE",84,"A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,9.99,English,Sci-Fi,4
234,"DISTURBING SCARFACE",94,"A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat","Trailers,Behind the Scenes",2006,6,2.99,27.99,English,Sci-Fi,7
235,"DIVIDE MONSTER",68,"A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery","Trailers,Commentaries",2006,6,2.99,13.99,English,Sci-Fi,6
240,"DOLLS RAGE",120,"A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback","Commentaries,Deleted Scenes",2006,7,2.99,10.99,English,Sci-Fi,3
285,"ENGLISH BULWORTH",51,"A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China","Deleted Scenes",2006,3,0.99,18.99,English,Sci-Fi,7
296,"EXPRESS LONELY",178,"A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",Trailers,2006,5,2.99,23.99,English,Sci-Fi,4
298,"EYES DRIVING",172,"A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback","Trailers,Commentaries",2006,4,2.99,13.99,English,Sci-Fi,5
312,"FIDDLER LOST",75,"A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico","Deleted Scenes,Behind the Scenes",2006,4,4.99,20.99,English,Sci-Fi,3
319,"FISH OPUS",125,"A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia","Trailers,Deleted Scenes,Behind the Scenes",2006,4,2.99,22.99,English,Sci-Fi,7
338,"FRISCO FORREST",51,"A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,4.99,23.99,English,Sci-Fi,3
350,"GARDEN ISLAND",80,"A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback","Trailers,Behind the Scenes",2006,3,4.99,21.99,English,Sci-Fi,8
367,"GOLDMINE TYCOON",153,"A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback","Trailers,Behind the Scenes",2006,6,0.99,20.99,English,Sci-Fi,7
369,"GOODFELLAS SALUTE",56,"A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory","Deleted Scenes",2006,4,4.99,22.99,English,Sci-Fi,8
374,"GRAFFITI LOVE",117,"A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin","Trailers,Deleted Scenes",2006,3,0.99,29.99,English,Sci-Fi,7
390,"GUYS FALCON",84,"A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,20.99,English,Sci-Fi,3
394,"HAMLET WISDOM",146,"A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback","Trailers,Deleted Scenes",2006,7,2.99,21.99,English,Sci-Fi,4
397,"HANKY OCTOBER",107,"A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia","Trailers,Commentaries,Deleted Scenes",2006,5,2.99,26.99,English,Sci-Fi,7
422,"HOLLOW JEOPARDY",136,"A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery","Behind the Scenes",2006,7,4.99,25.99,English,Sci-Fi,2
449,"IDENTITY LOVER",119,"A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback","Deleted Scenes",2006,4,2.99,12.99,English,Sci-Fi,4
520,"LICENSE WEEKEND",91,"A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery","Deleted Scenes,Behind the Scenes",2006,7,2.99,28.99,English,Sci-Fi,2
559,"MARRIED GO",114,"A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert","Behind the Scenes",2006,7,2.99,22.99,English,Sci-Fi,8
572,"METROPOLIS COMA",64,"A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory","Trailers,Commentaries,Behind the Scenes",2006,4,2.99,9.99,English,Sci-Fi,8
602,"MOURNING PURPLE",146,"A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,5,0.99,14.99,English,Sci-Fi,5
620,"NEMO CAMPUS",131,"A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",Trailers,2006,5,2.99,23.99,English,Sci-Fi,5
625,"NONE SPIKING",83,"A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse","Trailers,Commentaries",2006,3,0.99,18.99,English,Sci-Fi,7
637,"OPEN AFRICAN",131,"A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat","Trailers,Commentaries",2006,7,4.99,16.99,English,Sci-Fi,5
655,"PANTHER REDS",109,"A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico","Deleted Scenes,Behind the Scenes",2006,5,4.99,22.99,English,Sci-Fi,6
711,"RAGING AIRPLANE",154,"A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat","Commentaries,Deleted Scenes",2006,4,4.99,18.99,English,Sci-Fi,4
714,"RANDOM GO",73,"A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank",Trailers,2006,6,2.99,29.99,English,Sci-Fi,3
723,"REIGN GENTLEMEN",82,"A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico","Deleted Scenes,Behind the Scenes",2006,3,2.99,29.99,English,Sci-Fi,7
798,"SILVERADO GOLDFINGER",74,"A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India","Trailers,Commentaries",2006,4,4.99,11.99,English,Sci-Fi,4
817,"SOLDIERS EVOLUTION",185,"A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,7,4.99,27.99,English,Sci-Fi,2
831,"SPIRITED CASUALTIES",138,"A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory","Commentaries,Behind the Scenes",2006,5,0.99,20.99,English,Sci-Fi,3
839,"STALLION SUNDANCE",130,"A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia","Deleted Scenes,Behind the Scenes",2006,5,0.99,23.99,English,Sci-Fi,2
863,"SUN CONFESSIONS",141,"A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park","Trailers,Behind the Scenes",2006,5,0.99,9.99,English,Sci-Fi,7
893,"TITANS JERK",91,"A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China","Behind the Scenes",2006,4,4.99,11.99,English,Sci-Fi,8
912,"TROJAN TOMORROW",52,"A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India","Commentaries,Deleted Scenes",2006,3,2.99,9.99,English,Sci-Fi,6
924,"UNFORGIVEN ZOOLANDER",129,"A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory","Trailers,Commentaries,Behind the Scenes",2006,7,0.99,15.99,English,Sci-Fi,5
930,"VACATION BOONDOCK",145,"A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia",Commentaries,2006,4,2.99,23.99,English,Sci-Fi,6
967,"WEEKEND PERSONAL",134,"A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,5,2.99,26.99,English,Sci-Fi,5
972,"WHISPERER GIANT",59,"A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan","Trailers,Deleted Scenes",2006,4,4.99,24.99,English,Sci-Fi,6
985,"WONDERLAND CHRISTMAS",111,"A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station",Commentaries,2006,4,4.99,19.99,English,Sci-Fi,7
10,"ALADDIN CALENDAR",63,"A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China","Trailers,Deleted Scenes",2006,6,4.99,24.99,English,Sports,7
27,"ANONYMOUS HUMAN",179,"A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank","Deleted Scenes,Behind the Scenes",2006,7,0.99,12.99,English,Sports,4
42,"ARTIST COLDBLOODED",170,"A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California","Trailers,Behind the Scenes",2006,5,2.99,10.99,English,Sports,4
102,"BUBBLE GROSSE",60,"A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,20.99,English,Sports,2
113,"CALIFORNIA BIRDS",75,"A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India","Trailers,Commentaries,Deleted Scenes",2006,4,4.99,19.99,English,Sports,4
120,"CARIBBEAN LIBERTY",92,"A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank","Commentaries,Deleted Scenes",2006,3,4.99,16.99,English,Sports,3
135,"CHANCE RESURRECTION",70,"A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,22.99,English,Sports,7
176,"CONGENIALITY QUEST",87,"A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon","Commentaries,Behind the Scenes",2006,6,0.99,21.99,English,Sports,6
187,"CRANES RESERVOIR",57,"A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory",Commentaries,2006,5,2.99,12.99,English,Sports,3
197,"CRUSADE HONEY",112,"A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park",Commentaries,2006,4,2.99,27.99,English,Sports,2
237,"DIVORCE SHINING",47,"A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India","Trailers,Commentaries,Deleted Scenes",2006,3,2.99,21.99,English,Sports,2
254,"DRIVER ANNIE",159,"A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House","Trailers,Deleted Scenes,Behind the Scenes",2006,4,2.99,11.99,English,Sports,5
256,"DROP WATERFRONT",178,"A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China","Trailers,Commentaries",2006,6,4.99,20.99,English,Sports,3
260,"DUDE BLINDNESS",132,"A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House","Trailers,Deleted Scenes",2006,3,4.99,9.99,English,Sports,4
263,"DURHAM PANKY",154,"A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft","Trailers,Commentaries",2006,6,4.99,14.99,English,Sports,7
279,"ELIZABETH SHANE",152,"A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan","Trailers,Deleted Scenes,Behind the Scenes",2006,7,4.99,11.99,English,Sports,2
291,"EVOLUTION ALTER",174,"A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory","Behind the Scenes",2006,5,0.99,10.99,English,Sports,4
293,"EXORCIST STING",167,"A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,2.99,17.99,English,Sports,5
322,"FLATLINERS KILLER",100,"A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes",2006,5,2.99,29.99,English,Sports,6
323,"FLIGHT LIES",179,"A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans",Trailers,2006,7,4.99,22.99,English,Sports,4
361,"GLEAMING JAWBREAKER",89,"A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies","Trailers,Commentaries",2006,5,2.99,25.99,English,Sports,8
372,"GRACELAND DYNAMITE",140,"A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans","Trailers,Commentaries",2006,5,4.99,26.99,English,Sports,2
383,"GROOVE FICTION",111,"A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft","Behind the Scenes",2006,6,0.99,13.99,English,Sports,5
389,"GUNFIGHTER MUSSOLINI",127,"A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan","Trailers,Commentaries",2006,3,2.99,9.99,English,Sports,4
420,"HOLES BRANNIGAN",128,"A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies","Commentaries,Behind the Scenes",2006,7,4.99,27.99,English,Sports,5
429,"HONEY TIES",84,"A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank","Trailers,Commentaries,Deleted Scenes",2006,3,0.99,29.99,English,Sports,6
446,"HYSTERICAL GRAIL",150,"A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes",2006,5,4.99,19.99,English,Sports,4
453,"IMAGE PRINCESS",178,"A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",2006,3,2.99,17.99,English,Sports,5
463,"INSTINCT AIRPORT",116,"A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse","Commentaries,Deleted Scenes",2006,4,2.99,21.99,English,Sports,5
474,"JADE BUNCH",174,"A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,21.99,English,Sports,4
488,"JOON NORTHWEST",105,"A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank","Trailers,Commentaries,Behind the Scenes",2006,3,0.99,23.99,English,Sports,5
503,"KRAMER CHOCOLATE",171,"A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback",Trailers,2006,3,2.99,24.99,English,Sports,3
517,"LESSON CLEOPATRA",167,"A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",2006,3,0.99,28.99,English,Sports,2
519,"LIBERTY MAGNIFICENT",138,"A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,27.99,English,Sports,4
532,"LOSER HUSTLER",80,"A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria","Deleted Scenes,Behind the Scenes",2006,5,4.99,28.99,English,Sports,4
570,"MERMAID INSECTS",104,"A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California","Trailers,Behind the Scenes",2006,5,4.99,20.99,English,Sports,5
577,"MILE MULAN",64,"A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention","Deleted Scenes,Behind the Scenes",2006,4,0.99,10.99,English,Sports,3
598,"MOSQUITO ARMAGEDDON",57,"A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan",Trailers,2006,6,0.99,22.99,English,Sports,4
599,"MOTHER OLEANDER",103,"A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China","Trailers,Commentaries",2006,3,0.99,20.99,English,Sports,5
606,"MUMMY CREATURES",160,"A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia","Trailers,Behind the Scenes",2006,3,0.99,15.99,English,Sports,6
